Filename,STFMK-20201105-LW19-3456_20201125_140003_004.dat
Sample Rate,4000
Label,
Label_No,
-0.0002050400,
-0.0011045890,
-0.0004881000,
-0.0003072952,
-0.0004230826,
-0.0005912781,
-0.0005056678,
-0.0000434691,
-0.0005221396,
-0.0005821632,
0.0003957748,
0.0001618958,
0.0001938243,
0.0001144408,
0.0002069354,
0.0003087521,
0.0002485595,
0.0000742804,
0.0004630307,
0.0014319342,
0.0002205372,
0.0002673821,
0.0005380655,
0.0007837498,
0.0002715873,
-0.0000751019,
0.0001080791,
0.0005346658,
0.0011748052,
0.0007725680,
0.0005519390,
0.0003525085,
0.0003846668,
0.0003096444,
0.0000134836,
0.0000548363,
0.0002627604,
0.0002101065,
0.0001363715,
0.0006733776,
0.0007510185,
0.0004277396,
0.0004002483,
0.0003811703,
0.0000388916,
-0.0001573563,
-0.0003015771,
-0.0000015324,
-0.0000865176,
-0.0003746542,
-0.0000882149,
0.0000471888,
-0.0001879988,
-0.0003730089,
-0.0007987827,
-0.0002324581,
-0.0002013721,
-0.0002148591,
-0.0001500154,
-0.0002018146,
-0.0003278255,
-0.0004129751,
-0.0002784211,
-0.0011345866,
-0.0004590317,
-0.0003743172,
-0.0002436151,
0.0000622396,
-0.0003546808,
-0.0005027093,
-0.0003755093,
-0.0002772692,
-0.0005759333,
-0.0001517163,
-0.0001034597,
0.0000357628,
-0.0003886979,
-0.0002921168,
-0.0001174196,
0.0004431360,
0.0002205372,
0.0010259491,
0.0001059307,
0.0002757207,
0.0002056949,
-0.0000786781,
0.0002838470,
0.0002163960,
0.0001772921,
0.0002834242,
0.0009799004,
0.0002736215,
0.0001677606,
0.0003065808,
0.0001314333,
0.0005650520,
0.0003291927,
0.0000444241,
0.0000557409,
0.0000456572,
0.0000011921,
0.0000345816,
0.0002511996,
0.0001269668,
-0.0003207394,
-0.0003707409,
0.0000045871,
-0.0000204114,
-0.0000402627,
-0.0001992756,
0.0001704693,
0.0002160447,
0.0000879191,
-0.0002338917,
-0.0001949563,
-0.0000536442,
-0.0002644426,
-0.0002603749,
-0.0001038837,
-0.0001463901,
-0.0007402897,
-0.0003872229,
-0.0003614678,
0.0000178834,
-0.0001898291,
-0.0011420250,
-0.0003926706,
-0.0002695666,
-0.0000630900,
-0.0002361883,
-0.0001871586,
0.0000428370,
-0.0001506620,
-0.0001952128,
-0.0007905655,
-0.0002753735,
-0.0002861958,
-0.0004317607,
-0.0004372056,
-0.0000029939,
0.0002622604,
0.0002996237,
0.0005329421,
0.0009628945,
-0.0000508617,
0.0001573563,
0.0003558970,
0.0003720073,
0.0002728079,
0.0003834153,
0.0004267693,
0.0005788028,
0.0010265462,
-0.0000650018,
0.0002119258,
0.0003945827,
0.0003752503,
0.0003131948,
0.0003257525,
0.0003850757,
0.0001001358,
0.0001066068,
0.0003630010,
0.0001566234,
0.0000795423,
-0.0001525879,
-0.0000580805,
-0.0000552322,
-0.0002824819,
-0.0000116605,
-0.0001001358,
-0.0001179951,
-0.0000406901,
0.0003086476,
0.0002185122,
0.0002324581,
-0.0001942257,
-0.0002689077,
-0.0001221528,
-0.0001646900,
-0.0001573563,
-0.0001557762,
-0.0004308279,
-0.0001754086,
-0.0002346031,
-0.0002372265,
-0.0002709022,
-0.0008804291,
-0.0003609329,
-0.0002392289,
-0.0000548363,
-0.0000515823,
-0.0001669286,
-0.0003144895,
-0.0001849334,
-0.0000131130,
-0.0006378017,
-0.0002178467,
-0.0002651839,
-0.0001284450,
-0.0004994869,
-0.0003691579,
-0.0005398291,
-0.0001573051,
-0.0005125210,
0.0000309944,
-0.0005069999,
-0.0000847476,
-0.0003996752,
-0.0004401033,
0.0000774860,
-0.0001011113,
0.0001050816,
0.0002494002,
0.0011131940,
0.0002288818,
0.0003144945,
0.0005011195,
0.0006447314,
0.0005300169,
0.0003862381,
0.0003661967,
0.0003738101,
0.0006204437,
0.0002355324,
0.0002384186,
0.0004781674,
0.0004292295,
0.0006344599,
0.0003286649,
0.0003695488,
0.0002503478,
0.0002050413,
0.0000069443,
0.0000278712,
0.0000762939,
0.0001436892,
-0.0000615477,
-0.0001681672,
-0.0000020340,
0.0003278255,
0.0001534567,
0.0001457592,
-0.0002186524,
0.0002475772,
0.0002241135,
-0.0001072576,
0.0001083311,
-0.0002019482,
-0.0009629118,
-0.0002884865,
0.0001234742,
-0.0001651212,
-0.0002615045,
-0.0005307684,
-0.0000309944,
0.0000377624,
-0.0003670690,
-0.0009261172,
-0.0003822892,
-0.0002467632,
-0.0000275878,
-0.0000671570,
0.0000661632,
0.0000250279,
-0.0002324581,
-0.0002618689,
0.0006549014,
-0.0001381929,
-0.0002611231,
-0.0003075600,
-0.0003080493,
-0.0003047337,
-0.0002174419,
-0.0001402396,
0.0001072884,
0.0010519002,
0.0000518518,
0.0001947163,
0.0002536038,
0.0000452995,
0.0000137716,
-0.0001518436,
0.0002267678,
0.0004705086,
0.0002717972,
0.0001878207,
0.0003887350,
0.0004920512,
0.0005442486,
0.0005292892,
0.0003764070,
0.0003914821,
0.0003585282,
0.0002327025,
0.0004112720,
0.0001912029,
-0.0002050820,
0.0000128838,
-0.0001348417,
0.0001239777,
0.0002746946,
0.0001964670,
0.0000322744,
0.0000197974,
0.0001764297,
0.0004117168,
0.0004781414,
0.0005464211,
0.0001546482,
0.0000929832,
-0.0002916676,
0.0000895508,
-0.0003940724,
-0.0003088892,
-0.0002276897,
-0.0004984318,
-0.0004911764,
-0.0002429683,
0.0000621126,
-0.0014114380,
-0.0004283629,
-0.0002373121,
0.0000894133,
-0.0001545188,
-0.0003218651,
-0.0004091744,
-0.0002809387,
-0.0000960077,
0.0000469445,
-0.0001430511,
0.0000186693,
-0.0002578938,
-0.0002294794,
-0.0001631896,
-0.0001347065,
-0.0002586504,
-0.0003641071,
0.0009306643,
0.0001154218,
0.0004434586,
0.0003821650,
0.0003882430,
0.0001373626,
0.0001928506,
0.0000524521,
0.0002007637,
0.0007818683,
0.0001544790,
0.0002242047,
0.0003600121,
0.0005170426,
0.0002699859,
-0.0000880870,
-0.0000738930,
0.0002753735,
0.0003306251,
0.0000130878,
0.0001006428,
0.0002273368,
0.0000619888,
0.0001649423,
0.0005262507,
0.0004534959,
0.0001157998,
-0.0000905991,
0.0000237314,
0.0001276053,
-0.0000821746,
0.0001224520,
-0.0000905991,
-0.0001412517,
-0.0001818704,
-0.0002566333,
-0.0002324606,
0.0003302097,
-0.0002623636,
-0.0006079105,
-0.0003637601,
0.0000065968,
-0.0000584126,
-0.0000683290,
-0.0009642496,
-0.0002583236,
-0.0001243640,
-0.0003314018,
-0.0002750458,
-0.0005013310,
-0.0007037368,
-0.0002365523,
-0.0000524521,
-0.0005529325,
-0.0005326886,
-0.0004838032,
-0.0003612077,
0.0000250340,
-0.0002547368,
-0.0002957915,
-0.0002629172,
-0.0002371284,
0.0006330013,
-0.0003616473,
-0.0005023358,
-0.0001043324,
-0.0004982286,
-0.0003767014,
-0.0002935754,
0.0001464404,
-0.0001635784,
0.0004356910,
-0.0001132488,
-0.0000198858,
-0.0001854264,
-0.0000833698,
0.0002157176,
