Filename,STFMK-20201105-LW19-0460_20201202_143443_004.dat
Sample Rate,4000
Label,
Label_No,
-0.0001520379,
-0.0001854795,
-0.0001982107,
-0.0002133950,
-0.0001392479,
-0.0002335860,
-0.0002711191,
-0.0001868628,
-0.0002815913,
-0.0002247090,
-0.0002146787,
-0.0001890956,
-0.0001710140,
-0.0000911794,
-0.0000845208,
-0.0000857957,
-0.0001452759,
-0.0001926785,
-0.0002752607,
-0.0001982405,
-0.0003153935,
-0.0002852601,
-0.0002109239,
-0.0001596137,
-0.0003551894,
-0.0002786541,
-0.0001841710,
-0.0002559806,
-0.0002175545,
-0.0003109543,
-0.0003512238,
-0.0003325930,
-0.0002861916,
-0.0002801895,
-0.0002755201,
-0.0002675049,
-0.0002485796,
-0.0002691912,
-0.0002585327,
-0.0001701911,
-0.0002429358,
-0.0002245089,
-0.0002087175,
-0.0002040552,
-0.0002310017,
-0.0002184662,
-0.0001184177,
-0.0001212801,
-0.0002034529,
-0.0001213074,
-0.0000738216,
-0.0001209714,
-0.0001800678,
-0.0002237016,
-0.0002005936,
-0.0002459217,
-0.0001758191,
-0.0000884378,
-0.0001392884,
-0.0001650184,
-0.0002029041,
-0.0002459155,
-0.0002092374,
-0.0002311057,
-0.0003065524,
-0.0002615658,
-0.0002934705,
-0.0003828283,
-0.0003829763,
-0.0004298970,
-0.0004077191,
-0.0003804434,
-0.0003484071,
-0.0001975474,
-0.0001945113,
-0.0002190521,
-0.0001874948,
-0.0001610313,
-0.0001705415,
-0.0001185852,
-0.0001387658,
-0.0001353946,
-0.0001213177,
-0.0001045803,
-0.0000343575,
-0.0000531559,
-0.0000551579,
0.0000521873,
-0.0000119063,
-0.0001530663,
-0.0000341756,
-0.0001196009,
-0.0000828334,
-0.0000633795,
-0.0000005579,
-0.0000004287,
-0.0000109797,
-0.0000144946,
-0.0000734056,
-0.0000121220,
-0.0000241016,
0.0000685318,
0.0000096197,
0.0000497769,
-0.0000338259,
-0.0000588760,
0.0001019835,
-0.0000274899,
-0.0000523027,
-0.0000597625,
0.0000035948,
-0.0000408288,
-0.0000502908,
-0.0000431308,
-0.0000711874,
-0.0000058270,
0.0000055637,
0.0000059596,
-0.0000025101,
0.0000235602,
0.0000404887,
0.0000015653,
-0.0000807575,
-0.0000283988,
0.0000060542,
0.0000411729,
0.0000307182,
0.0000254256,
0.0000169541,
-0.0000574272,
-0.0001380417,
-0.0001414127,
-0.0000654309,
-0.0000287213,
-0.0000716194,
-0.0000930305,
-0.0001128296,
-0.0001221340,
-0.0000492252,
-0.0000717570,
-0.0001479159,
-0.0001342568,
0.0000028451,
0.0001597004,
0.0000999024,
0.0000835166,
0.0001180179,
0.0001217502,
0.0001654210,
0.0001225832,
0.0001757524,
0.0001820306,
0.0000945160,
0.0001069866,
0.0000752473,
0.0000579632,
-0.0000087887,
0.0000276078,
0.0000133628,
-0.0000404769,
-0.0001010311,
-0.0001402054,
-0.0001592271,
-0.0002117101,
-0.0001359758,
-0.0001507897,
-0.0001757876,
-0.0000316639,
-0.0000522366,
-0.0000530113,
-0.0000492723,
0.0000288365,
-0.0000185836,
-0.0000196216,
0.0000192233,
-0.0000684908,
-0.0002141282,
-0.0001539497,
-0.0001905698,
-0.0001924204,
-0.0000706201,
-0.0000353573,
-0.0000498373,
-0.0001053870,
-0.0000455983,
0.0000328432,
-0.0000866587,
-0.0000808478,
-0.0001082890,
-0.0002015367,
-0.0002061986,
-0.0001105936,
-0.0001112466,
-0.0001437450,
-0.0000805398,
-0.0001938673,
-0.0000998953,
-0.0000951884,
-0.0001134825,
-0.0001385383,
-0.0001267888,
-0.0001246336,
-0.0000302787,
-0.0001040411,
0.0000186551,
0.0000740488,
-0.0000035827,
-0.0000499545,
-0.0000959452,
-0.0000919234,
-0.0001410597,
-0.0001736044,
-0.0002407401,
-0.0002448969,
-0.0002112353,
-0.0001039884,
-0.0000664438,
-0.0000999676,
-0.0001137549,
-0.0001439916,
-0.0001498767,
-0.0001025421,
-0.0001846206,
-0.0002746573,
-0.0002510087,
-0.0002307949,
-0.0002749591,
-0.0002746428,
-0.0003749114,
-0.0003381763,
-0.0002840669,
-0.0003453342,
-0.0003155659,
-0.0004032851,
-0.0004618943,
-0.0005238543,
-0.0004238778,
-0.0004306878,
-0.0004194830,
-0.0004104443,
-0.0005590993,
-0.0005310770,
-0.0005421644,
-0.0005041698,
-0.0005472887,
-0.0005243383,
-0.0005249829,
-0.0004693946,
-0.0005228308,
-0.0005532615,
-0.0005410832,
-0.0005695875,
-0.0004900544,
-0.0004823795,
-0.0005197162,
-0.0004402893,
-0.0004296289,
-0.0004270970,
-0.0004821691,
-0.0004840230,
-0.0004240935,
-0.0004472773,
-0.0004281044,
-0.0004659615,
-0.0004788200,
-0.0005664918,
-0.0005287442,
-0.0005565536,
-0.0005520092,
-0.0005706738,
-0.0005218483,
-0.0004538984,
-0.0004746761,
-0.0004895105,
-0.0004821058,
-0.0005012074,
-0.0004260892,
-0.0004240632,
-0.0003980931,
-0.0004618916,
-0.0004084973,
-0.0004589959,
-0.0004942649,
-0.0004909605,
-0.0005172394,
-0.0006221678,
-0.0004432011,
-0.0004339070,
-0.0004497694,
-0.0004873385,
-0.0003642100,
-0.0003871004,
-0.0004282923,
-0.0005004652,
-0.0004903823,
-0.0004623959,
-0.0004921021,
-0.0006108631,
-0.0005489712,
-0.0005635995,
-0.0006706399,
-0.0006076262,
-0.0005303543,
-0.0005580413,
-0.0005452362,
-0.0005296125,
-0.0005794122,
-0.0006092870,
-0.0005829201,
-0.0004971866,
-0.0006140362,
-0.0005646829,
-0.0005420445,
-0.0005319484,
-0.0005058416,
-0.0004177216,
-0.0004093455,
-0.0004245199,
-0.0004036323,
-0.0004738886,
-0.0004247132,
-0.0004007569,
-0.0004758890,
-0.0004017591,
-0.0003854005,
-0.0003147393,
-0.0003476892,
-0.0004456355,
-0.0003578039,
-0.0003383739,
-0.0003707951,
-0.0003531354,
-0.0004889570,
-0.0005482759,
-0.0004923280,
-0.0005042359,
-0.0005137764,
-0.0004481648,
-0.0003950873,
-0.0003860185,
-0.0004182951,
-0.0004514707,
-0.0004197976,
-0.0004598148,
-0.0004648659,
-0.0004329899,
-0.0004817604,
-0.0004495594,
-0.0004442187,
-0.0004570616,
-0.0004449227,
-0.0004131205,
-0.0004895777,
-0.0004596507,
-0.0004873833,
-0.0003893700,
-0.0004065954,
-0.0003764880,
-0.0004038975,
-0.0003509452,
-0.0003238325,
-0.0004338722,
-0.0004003347,
-0.0003978772,
-0.0004781639,
-0.0005038146,
-0.0004450270,
-0.0003483854,
-0.0004133567,
-0.0004062267,
-0.0003100534,
-0.0002981672,
-0.0004030506,
-0.0003841415,
-0.0003880325,
-0.0002955872,
-0.0003539710,
-0.0003640605,
-0.0002949315,
-0.0002273804,
-0.0002527740,
-0.0003110791,
-0.0002663820,
-0.0002249525,
-0.0002590168,
-0.0004312991,
-0.0003924947,
-0.0004132901,
-0.0003254110,
-0.0003555887,
-0.0003157349,
-0.0003167695,
-0.0003445911,
-0.0002852810,
-0.0001631604,
-0.0001727326,
