Filename,STFMK-20201105-LW19-3455_20201125_231215_004.dat
Sample Rate,4000
Label,
Label_No,
0.0000000000,
-0.0000401629,
-0.0000142862,
-0.0000947766,
-0.0000562812,
-0.0001263618,
-0.0001097714,
-0.0001149908,
-0.0001194400,
-0.0000975752,
-0.0000751019,
-0.0000482541,
-0.0000255941,
-0.0000495909,
-0.0000147317,
0.0000190735,
0.0000602008,
0.0000391962,
0.0000697624,
0.0000711118,
0.0000488758,
0.0000521673,
0.0000593522,
0.0000915771,
0.0001053541,
0.0000989437,
0.0000917912,
0.0001139758,
0.0000248641,
0.0000839316,
0.0000274181,
0.0000206878,
0.0000184940,
-0.0000001415,
-0.0000117650,
0.0000083447,
0.0000266322,
0.0000133741,
0.0000539345,
0.0000856398,
0.0001144409,
0.0001155587,
0.0001063514,
0.0001229320,
0.0001287104,
0.0001406670,
0.0001614408,
0.0001624499,
0.0001160215,
0.0001302603,
0.0000846386,
0.0001057229,
0.0000808422,
0.0000977950,
0.0000952335,
0.0001037121,
0.0000916748,
0.0001481634,
0.0001625282,
0.0001511219,
0.0001978874,
0.0001662236,
0.0002208866,
0.0001870919,
0.0002184337,
0.0002133846,
0.0002051647,
0.0002237600,
0.0002269347,
0.0002198913,
0.0002157688,
0.0002295835,
0.0002153991,
0.0002067058,
0.0002204420,
0.0001668930,
0.0001841350,
0.0001834421,
0.0002068121,
0.0001610426,
0.0002264977,
0.0002050117,
0.0002070456,
0.0002067516,
0.0002029556,
0.0002789497,
0.0002202947,
0.0002674919,
0.0002142912,
0.0002866575,
0.0002193451,
0.0003038920,
0.0003088390,
0.0003064011,
0.0002991138,
0.0003194809,
0.0002975419,
0.0002859996,
0.0002762992,
0.0002827782,
0.0002419949,
0.0002242684,
0.0002421868,
0.0002201603,
0.0002711021,
0.0002610683,
0.0002202615,
0.0002636633,
0.0002415329,
0.0002793868,
0.0003051758,
0.0003162847,
0.0003312992,
0.0003265428,
0.0003350293,
0.0003266335,
0.0003222224,
0.0003191308,
0.0003227502,
0.0002807854,
0.0002813339,
0.0002745309,
0.0002499341,
0.0002891726,
0.0002594908,
0.0002682209,
0.0002471310,
0.0003179204,
0.0002614393,
0.0003094213,
0.0002586842,
0.0002729639,
0.0003118676,
0.0003379800,
0.0002858567,
0.0002837181,
0.0003019310,
0.0002787590,
0.0002898846,
0.0003257439,
0.0002956390,
0.0003141168,
0.0002875783,
0.0002798916,
0.0002760381,
0.0003004074,
0.0003162480,
0.0002665069,
0.0002165082,
0.0002352067,
0.0002551079,
0.0002087253,
0.0002627931,
0.0002366167,
0.0002498961,
0.0002372265,
0.0002101860,
0.0002489249,
0.0002048265,
0.0002294919,
0.0001835823,
0.0001952224,
0.0002480992,
0.0001946526,
0.0001964735,
0.0001633167,
0.0001734729,
0.0001275062,
0.0001336220,
0.0001350514,
0.0001490116,
0.0001538086,
0.0001059963,
0.0000964208,
0.0000806692,
0.0001776218,
0.0000747614,
0.0001754941,
0.0001087001,
0.0001880328,
0.0001561642,
0.0002114064,
0.0001799976,
0.0001936327,
0.0001872621,
0.0001263618,
0.0001793578,
0.0001926621,
0.0001436062,
0.0001850969,
0.0001657009,
0.0001945553,
0.0001746517,
0.0001644725,
0.0001347724,
0.0001537800,
0.0001343489,
0.0001277097,
0.0000694211,
0.0001168625,
0.0000929832,
0.0001398488,
0.0000820309,
0.0000914478,
0.0000926330,
0.0001490116,
0.0001414909,
0.0001349572,
0.0001672009,
0.0001417598,
0.0001347065,
0.0001571823,
0.0001234311,
0.0001507307,
0.0001100836,
0.0000786781,
0.0000427758,
0.0000634450,
0.0000724994,
0.0000750756,
0.0000762939,
0.0000354906,
0.0000902471,
0.0000646871,
0.0000895361,
0.0000870228,
0.0000447115,
0.0000518928,
0.0000212449,
0.0000720445,
0.0000202656,
0.0000248066,
0.0000201909,
0.0000479435,
0.0000738718,
0.0000226498,
0.0000540374,
0.0000438303,
0.0000508386,
0.0000776802,
0.0001037121,
0.0000803685,
0.0000838851,
0.0000736873,
0.0000643011,
0.0000274181,
0.0000490873,
0.0000152341,
0.0000332643,
0.0000072619,
0.0000262260,
-0.0000101252,
0.0000309946,
-0.0000369357,
-0.0000054375,
-0.0000154972,
0.0000446718,
-0.0000071708,
0.0000501520,
0.0000227831,
0.0000417233,
0.0000979234,
0.0000738365,
0.0000948296,
0.0000793287,
0.0000953674,
0.0000143171,
0.0000670215,
0.0000482599,
0.0000788959,
0.0000143051,
0.0000089766,
0.0000198832,
0.0000306823,
0.0000435111,
0.0000810623,
0.0000954507,
0.0001543851,
0.0001022926,
0.0001399933,
0.0001192093,
0.0001440797,
0.0001274156,
0.0001226060,
0.0001110631,
0.0001096725,
0.0001087819,
0.0000902726,
0.0001034711,
0.0001279790,
0.0001287460,
0.0001465236,
0.0000851210,
0.0001324455,
0.0001190766,
0.0000464916,
0.0000923420,
0.0000655441,
0.0000848340,
0.0000525059,
0.0000512600,
0.0000133277,
0.0000703873,
0.0000235133,
0.0001022424,
0.0001192093,
0.0001677153,
0.0001486781,
0.0002089279,
0.0001783429,
0.0002312660,
0.0001731921,
0.0001588901,
0.0001213893,
0.0001045964,
0.0000917912,
0.0000859705,
0.0000574278,
0.0000604325,
0.0000381961,
0.0000822544,
0.0000672719,
0.0001128927,
0.0001528106,
0.0001286427,
0.0001394749,
0.0001525228,
0.0001568392,
0.0001664940,
0.0001516251,
0.0001609325,
0.0001347629,
0.0001466830,
0.0001444346,
0.0001322454,
0.0001347065,
0.0001544827,
0.0001924922,
0.0002193229,
0.0002087236,
0.0002360344,
0.0001821306,
0.0002611520,
0.0002084162,
0.0002418498,
0.0001907349,
0.0002339443,
0.0001842467,
0.0001980764,
0.0001920615,
0.0001621246,
0.0002009956,
0.0001725391,
0.0001868160,
0.0001889962,
0.0002539158,
0.0002038419,
0.0002589857,
0.0002145556,
0.0003090497,
0.0002026558,
0.0002732958,
0.0002523260,
0.0002258691,
0.0002717210,
0.0002670288,
0.0002548613,
0.0002193308,
0.0002442125,
0.0002653116,
0.0002670288,
0.0002409797,
0.0002336818,
0.0002345975,
0.0002182869,
0.0002431870,
0.0002142444,
0.0002145271,
0.0002583181,
0.0002460296,
0.0002038479,
0.0002163037,
0.0002303501,
0.0001584381,
0.0001744701,
0.0001525879,
0.0001692219,
0.0001658467,
0.0001914446,
0.0001861886,
0.0001895428,
0.0001755973,
0.0001645443,
0.0002156547,
0.0001698896,
0.0001764297,
0.0001631876,
0.0002683229,
0.0001252607,
0.0001744874,
0.0001418591,
0.0002112181,
0.0002153961,
0.0002286546,
0.0002498647,
0.0001966953,
0.0002944399,
0.0002657524,
0.0003356867,
0.0002660688,
0.0003230572,
0.0002891092,
0.0002461081,
0.0002114493,
0.0002414173,
0.0002050400,
0.0002309571,
0.0001721260,
0.0001673990,
0.0001790662,
0.0001883507,
0.0001251211,
0.0001835542,
0.0001821913,
0.0002305908,
0.0002729893,
0.0002648000,
0.0003043285,
0.0002925253,
0.0002628818,
0.0002706051,
0.0002722497,
0.0002892435,
0.0002644076,
0.0002720552,
0.0002694130,
0.0002452432,
0.0002198522,
0.0002518185,
